289.64493 -20.76198
289.75478 -21.30447
289.71602 -21.84677
289.59059 -22.38913
289.55665 -22.93239
289.53465 -23.47621
289.57968 -24.02087
289.62272 -24.56606
289.56793 -25.11131
289.47977 -25.65694
289.42706 -26.20331
289.28203 -26.53080
289.22460 -26.74945
289.11367 -27.29665
289.07624 -27.84486
289.00599 -28.39352
289.00336 -28.94320
288.83986 -29.49257
288.57420 -30.04194
288.47877 -30.31708
288.40807 -30.59256
288.30061 -31.14424
288.30321 -31.69737
288.34883 -32.25154
288.26344 -32.80556
288.05283 -33.35943
287.77413 -33.91352
287.58125 -34.25468
287.48945 -34.46826
287.22617 -35.02389
286.89947 -35.57972
286.82792 -35.70334
286.63373 -36.13680
286.36471 -36.69463
286.13388 -37.25360
286.00477 -37.53327
285.90752 -37.81344
285.68226 -38.37414
285.38198 -38.93494
285.14365 -39.32335
285.05240 -39.49625
284.75193 -40.05873
284.49342 -40.62255
284.37607 -41.18894
284.20571 -41.75572
284.12109 -41.86859
283.86973 -42.32149
283.43254 -42.88690
283.24272 -43.08860
282.97281 -43.45287
282.39013 -43.99190
282.36423 -44.01761
281.80168 -44.58372
281.52147 -44.85194
281.22387 -45.15036
280.63267 -45.69009
280.60497 -45.71712
280.01705 -46.28512
279.70775 -46.56916
279.41180 -46.85363
278.76798 -47.39459
278.73780 -47.42169
278.11207 -47.99138
277.78257 -48.27621
277.44942 -48.56116
276.80151 -49.03977
276.68585 -49.12968
276.02583 -49.70104
275.77443 -49.84988
275.19685 -50.26953
274.70174 -50.68936
274.49610 -50.84156
273.65244 -51.37825
273.59833 -51.40973
272.61179 -51.97619
271.57353 -52.51046
271.50964 -52.53998
270.52853 -53.00818
270.30844 -53.10116
269.49359 -53.44176
268.90121 -53.65626
268.45637 -53.84187
267.55511 -54.21261
267.37298 -54.28667
266.31550 -54.65218
265.99468 -54.76162
265.22670 -55.03614
264.19834 -55.30152
263.14052 -55.58825
262.13077 -55.78952
261.93305 -55.82241
261.13028 -55.96468
260.11875 -56.14142
259.13066 -56.27794
258.88548 -56.30840
258.14042 -56.40771
257.16096 -56.51663
256.28686 -56.50281
255.41817 -56.16297
255.59158 -55.56763
256.05671 -54.98673
256.65388 -54.41298
257.39264 -53.84644
258.01957 -53.27644
258.32553 -52.99158
258.61063 -52.70620
259.11019 -52.13357
259.61237 -51.56234
260.31680 -50.99998
260.63255 -50.81575
261.25617 -50.44712
261.86957 -50.07831
262.17252 -49.89384
262.95990 -49.33650
263.14705 -49.19693
263.66188 -48.77690
264.11027 -48.20969
264.62444 -47.64568
264.78665 -47.50592
265.23739 -47.08577
265.84189 -46.52638
266.08930 -46.30301
266.43680 -45.96747
267.00548 -45.40854
267.34059 -45.07338
267.58982 -44.85083
268.35817 -44.29896
269.14989 -43.74810
269.30642 -43.63792
269.86146 -43.19549
270.19802 -42.63384
270.34457 -42.06836
270.51072 -41.50441
270.67567 -40.94145
270.87143 -40.38023
271.15501 -39.82204
271.31900 -39.54380
271.47221 -39.26550
271.68725 -38.70744
271.90923 -38.15040
272.20503 -37.59585
272.62226 -37.12466
272.70015 -37.04634
273.29816 -36.49951
273.47878 -36.22383
273.65785 -35.94828
273.84844 -35.39435
274.03439 -34.84111
274.32469 -34.29063
274.62838 -33.82035
274.67369 -33.74192
274.99281 -33.19325
275.12238 -32.64181
275.10422 -32.08849
275.23749 -31.53859
275.46380 -30.99098
275.70772 -30.44428
275.89084 -30.24719
276.29656 -29.90377
276.63055 -29.35952
276.63889 -28.81075
276.66659 -28.26295
276.67492 -27.71550
276.62701 -27.16785
276.64863 -26.62187
276.75224 -26.07768
276.91252 -25.53486
277.03574 -24.99202
277.14975 -24.44958
277.22962 -23.90717
277.25981 -23.36461
277.26832 -22.82228
277.38673 -22.28188
277.57665 -21.89748
277.67351 -21.74403
277.91471 -21.20595
278.00713 -20.66646
278.03178 -20.12658
278.02435 -19.58678
277.98099 -19.04699
277.97371 -18.50804
278.02212 -17.97010
278.21556 -17.43410
278.57413 -16.94492
278.60660 -16.90045
278.97572 -16.36672
279.10524 -15.83082
279.10287 -15.29394
279.04788 -14.75690
278.97736 -14.22005
278.88118 -13.68328
278.67148 -13.14579
278.68619 -12.61065
278.78716 -12.07651
278.78384 -11.54170
278.69402 -11.00640
278.55257 -10.47093
278.41474  -9.93574
278.31229  -9.40109
278.29898  -8.86735
278.37206  -8.33446
278.51784  -7.80224
278.62905  -7.26987
278.56788  -6.73639
278.34239  -6.20194
278.19396  -5.66819
278.07066  -5.13475
277.83120  -4.60070
277.70232  -4.06751
277.60454  -3.53463
277.53371  -3.00200
277.51532  -2.46976
277.47017  -1.93741
277.39828  -1.40495
277.30250  -0.87240
277.19676  -0.33984
277.12077   0.19255
277.01921   0.72505
276.96929   1.25731
276.90902   1.78964
276.78873   2.32227
276.67603   2.85488
276.59991   3.38739
276.53106   3.91994
276.48332   4.45249
276.35006   4.98543
276.15662   5.51863
275.86849   6.05218
275.53474   6.58591
275.22656   7.11960
274.96006   7.65324
274.71744   8.18691
274.52455   8.72057
274.36561   9.25430
274.27257   9.78808
274.17382  10.32206
274.01339  10.85632
273.88102  11.39074
273.69865  11.92541
273.50817  12.46029
273.33562  12.99538
273.14723  13.53070
272.91545  14.06624
272.73617  14.60204
272.55456  15.13810
272.50850  15.67455
272.59875  16.21151
273.17023  15.99730
273.75676  15.58615
274.34327  15.13921
274.91638  14.83283
275.49068  14.48382
276.06420  14.11545
276.64604  13.57915
276.69112  13.53040
277.23238  12.90488
277.81398  12.23488
278.39696  11.44609
278.43370  11.38658
278.97604  10.62788
279.17854  10.31557
279.56094   9.51290
279.69910   9.24540
280.13460   8.50985
280.69354   7.82771
281.24805   7.19988
281.32367   7.10549
281.80179   6.48625
282.07120   6.03612
282.35898   5.40167
282.90806   4.53325
282.98591   4.43302
283.45566   3.47160
283.49631   3.36481
283.67133   2.83098
284.00008   2.21677
284.30530   1.76263
284.53881   1.20330
284.81384   0.69465
285.07438   0.08445
285.33388  -0.37341
285.60649  -1.08527
285.76233  -1.44129
285.96758  -1.97527
286.13264  -2.68697
286.24065  -3.04294
286.40063  -3.57696
286.50613  -4.11087
286.64990  -4.64500
286.89490  -5.17959
287.02916  -5.71391
287.16377  -6.39400
287.29232  -6.78291
287.49173  -7.31788
287.67414  -8.12020
287.77375  -8.38786
287.92935  -8.92318
288.18557  -9.65168
288.39515  -9.99497
288.54270 -10.53086
288.63623 -11.06678
288.67784 -11.60273
288.66500 -12.13871
288.66252 -12.67498
288.68459 -13.21161
288.77231 -13.74878
288.87602 -14.28631
288.93987 -14.82398
288.96935 -15.36183
288.99963 -15.90000
289.09817 -16.83058
289.13977 -16.97772
289.25108 -17.51730
289.32931 -18.05711
289.35264 -18.59708
289.40474 -19.13757
289.46987 -19.67854
289.54048 -20.34027
289.64493 -20.76198
